cty,name,kir_rA_gP_pall,kir_rA_gP_pall_l,kir_rA_gP_p100,kir_rA_gP_p100_l,kir_rA_gP_p75,kir_rA_gP_p75_l,kir_rA_gP_p25,kir_rA_gP_p25_l,kir_rA_gP_p1,kir_rA_gP_p1_l,kir_rA_gP_p50,kir_rA_gP_p50_l,kir_rA_gF_pall,kir_rA_gF_pall_l,kir_rA_gF_p100,kir_rA_gF_p100_l,kir_rA_gF_p75,kir_rA_gF_p75_l,kir_rA_gF_p25,kir_rA_gF_p25_l,kir_rA_gF_p1,kir_rA_gF_p1_l,kir_rA_gF_p50,kir_rA_gF_p50_l,kir_rA_gM_pall,kir_rA_gM_pall_l,kir_rA_gM_p100,kir_rA_gM_p100_l,kir_rA_gM_p75,kir_rA_gM_p75_l,kir_rA_gM_p25,kir_rA_gM_p25_l,kir_rA_gM_p1,kir_rA_gM_p1_l,kir_rA_gM_p50,kir_rA_gM_p50_l,kir_rP_gP_pall,kir_rP_gP_pall_l,kir_rP_gP_p100,kir_rP_gP_p100_l,kir_rP_gP_p75,kir_rP_gP_p75_l,kir_rP_gP_p25,kir_rP_gP_p25_l,kir_rP_gP_p1,kir_rP_gP_p1_l,kir_rP_gP_p50,kir_rP_gP_p50_l,kir_rP_gF_pall,kir_rP_gF_pall_l,kir_rP_gF_p100,kir_rP_gF_p100_l,kir_rP_gF_p75,kir_rP_gF_p75_l,kir_rP_gF_p25,kir_rP_gF_p25_l,kir_rP_gF_p1,kir_rP_gF_p1_l,kir_rP_gF_p50,kir_rP_gF_p50_l,kir_rP_gM_pall,kir_rP_gM_pall_l,kir_rP_gM_p100,kir_rP_gM_p100_l,kir_rP_gM_p75,kir_rP_gM_p75_l,kir_rP_gM_p25,kir_rP_gM_p25_l,kir_rP_gM_p1,kir_rP_gM_p1_l,kir_rP_gM_p50,kir_rP_gM_p50_l,kir_rB_gP_pall,kir_rB_gP_pall_l,kir_rB_gP_p100,kir_rB_gP_p100_l,kir_rB_gP_p75,kir_rB_gP_p75_l,kir_rB_gP_p25,kir_rB_gP_p25_l,kir_rB_gP_p1,kir_rB_gP_p1_l,kir_rB_gP_p50,kir_rB_gP_p50_l,kir_rB_gF_pall,kir_rB_gF_pall_l,kir_rB_gF_p100,kir_rB_gF_p100_l,kir_rB_gF_p75,kir_rB_gF_p75_l,kir_rB_gF_p25,kir_rB_gF_p25_l,kir_rB_gF_p1,kir_rB_gF_p1_l,kir_rB_gF_p50,kir_rB_gF_p50_l,kir_rB_gM_pall,kir_rB_gM_pall_l,kir_rB_gM_p100,kir_rB_gM_p100_l,kir_rB_gM_p75,kir_rB_gM_p75_l,kir_rB_gM_p25,kir_rB_gM_p25_l,kir_rB_gM_p1,kir_rB_gM_p1_l,kir_rB_gM_p50,kir_rB_gM_p50_l,kir_rW_gP_pall,kir_rW_gP_pall_l,kir_rW_gP_p100,kir_rW_gP_p100_l,kir_rW_gP_p75,kir_rW_gP_p75_l,kir_rW_gP_p25,kir_rW_gP_p25_l,kir_rW_gP_p1,kir_rW_gP_p1_l,kir_rW_gP_p50,kir_rW_gP_p50_l,kir_rW_gF_pall,kir_rW_gF_pall_l,kir_rW_gF_p100,kir_rW_gF_p100_l,kir_rW_gF_p75,kir_rW_gF_p75_l,kir_rW_gF_p25,kir_rW_gF_p25_l,kir_rW_gF_p1,kir_rW_gF_p1_l,kir_rW_gF_p50,kir_rW_gF_p50_l,kir_rW_gM_pall,kir_rW_gM_pall_l,kir_rW_gM_p100,kir_rW_gM_p100_l,kir_rW_gM_p75,kir_rW_gM_p75_l,kir_rW_gM_p25,kir_rW_gM_p25_l,kir_rW_gM_p1,kir_rW_gM_p1_l,kir_rW_gM_p50,kir_rW_gM_p50_l,kir_rH_gP_pall,kir_rH_gP_pall_l,kir_rH_gP_p100,kir_rH_gP_p100_l,kir_rH_gP_p75,kir_rH_gP_p75_l,kir_rH_gP_p25,kir_rH_gP_p25_l,kir_rH_gP_p1,kir_rH_gP_p1_l,kir_rH_gP_p50,kir_rH_gP_p50_l,kir_rH_gF_pall,kir_rH_gF_pall_l,kir_rH_gF_p100,kir_rH_gF_p100_l,kir_rH_gF_p75,kir_rH_gF_p75_l,kir_rH_gF_p25,kir_rH_gF_p25_l,kir_rH_gF_p1,kir_rH_gF_p1_l,kir_rH_gF_p50,kir_rH_gF_p50_l,kir_rH_gM_pall,kir_rH_gM_pall_l,kir_rH_gM_p100,kir_rH_gM_p100_l,kir_rH_gM_p75,kir_rH_gM_p75_l,kir_rH_gM_p25,kir_rH_gM_p25_l,kir_rH_gM_p1,kir_rH_gM_p1_l,kir_rH_gM_p50,kir_rH_gM_p50_l,kir_rNA_gP_pall,kir_rNA_gP_pall_l,kir_rNA_gP_p100,kir_rNA_gP_p100_l,kir_rNA_gP_p75,kir_rNA_gP_p75_l,kir_rNA_gP_p25,kir_rNA_gP_p25_l,kir_rNA_gP_p1,kir_rNA_gP_p1_l,kir_rNA_gP_p50,kir_rNA_gP_p50_l,kir_rNA_gF_pall,kir_rNA_gF_pall_l,kir_rNA_gF_p100,kir_rNA_gF_p100_l,kir_rNA_gF_p75,kir_rNA_gF_p75_l,kir_rNA_gF_p25,kir_rNA_gF_p25_l,kir_rNA_gF_p1,kir_rNA_gF_p1_l,kir_rNA_gF_p50,kir_rNA_gF_p50_l,kir_rNA_gM_pall,kir_rNA_gM_pall_l,kir_rNA_gM_p100,kir_rNA_gM_p100_l,kir_rNA_gM_p75,kir_rNA_gM_p75_l,kir_rNA_gM_p25,kir_rNA_gM_p25_l,kir_rNA_gM_p1,kir_rNA_gM_p1_l,kir_rNA_gM_p50,kir_rNA_gM_p50_l
cty48121,"Denton County, TX",41324,38253,53796,44249,43462,39530,37590,35733,33936,32802,40049,37507,39679,38854,53430,46799,41980,40687,35598,35614,31579,31558,38022,37810,43134,37661,54333,41938,45087,38523,39736,35876,36468,33909,42143,37209,32896,33855,42543,42974,34307,35698,25459,26290,19733,21067,29809,30763,29033,31731,37702,41693,29926,33134,22816,24463,18277,20255,26048,28100,36699,35955,47739,44142,38650,38197,27974,28177,21046,22041,33426,33383,26994,28056,41190,40219,31218,32459,22516,23778,16234,17539,27037,28103,27987,28626,43819,39713,32566,32316,22791,24789,16281,19881,27938,28476,26082,27494,38573,40625,29892,32623,22234,22808,16365,15298,26163,27790,34445,35485,42495,43230,34788,36101,26718,26634,21589,21465,30552,31121,29778,32918,37153,41603,29870,33197,23011,23972,18907,19789,26065,27882,39141,38021,48391,44704,39744,38978,30295,29284,24031,23110,34942,34329,30294,31940,42437,41332,33701,34886,26209,28860,20664,23788,29919,31890,26967,29446,38115,41361,29933,32715,23251,25748,19020,21352,26530,28994,33650,34501,46628,41448,37452,37155,29189,31995,22440,26479,33261,34799,26894,30748,33098,41331,27914,33389,23260,24121,20200,17593,25553,28704,24244,28652,29184,42886,24763,31088,21528,21601,19314,15178,22987,25797,29578,33195,37172,41247,30902,36255,24125,27301,19774,20884,27679,32070
cty48157,"Fort Bend County, TX",46215,40979,58210,47885,47122,42110,41147,37645,37554,34245,43618,39715,44655,41879,54703,49990,45498,43196,40386,37766,37236,33497,42312,40094,47723,40125,61859,45708,48674,41053,41838,37571,37832,35013,44857,39318,34743,34750,46689,45385,37117,37521,27299,27619,21008,22168,32093,32303,32241,33454,41593,45130,33715,35725,26740,26536,22300,22110,29893,30365,37134,35997,51914,45456,40460,39181,27863,28774,19737,22434,34261,34165,28372,28212,44104,39325,33041,32299,23649,24405,16839,18721,28520,28337,30481,29337,43912,41137,34435,33412,26290,25645,20843,20588,30559,29443,26175,27106,44187,37709,31614,31209,20910,23101,12956,16835,26403,27218,38772,39774,45477,46190,37777,39055,29964,29909,25089,25017,33644,34202,33656,37215,38990,44364,32654,36052,26788,27205,23293,23240,29389,30926,43819,42267,52775,47941,42845,41996,32727,32351,26194,26372,37652,37331,31446,31988,46004,43615,36227,36014,28154,29043,22233,23191,32128,32539,27872,29025,41681,44841,32249,33825,24734,25202,19975,19759,28415,29217,34731,34857,50347,42719,40039,38126,31241,32659,24186,26850,35548,35627,30007,37069,47843,47823,31943,38536,18819,28495,10601,21545,25297,33390,25912,34974,45485,40630,27721,35348,15441,31093,7364,28213,20933,32956,33929,38887,53927,51230,37222,42012,22046,27589,12691,17476,29955,35136
cty41067,"Washington County, OR",38431,35942,50974,44837,40368,37264,34104,31259,30135,26569,36754,34061,37010,36681,46429,44338,38546,37928,33690,32476,30568,28047,35553,34841,39770,35250,56375,45436,42194,36624,34369,30094,29505,25207,37903,33377,32217,31801,42245,41123,33739,33796,24561,24137,18615,18743,29081,28754,28143,29205,37096,39812,29162,30842,21868,21567,17232,17092,25185,25473,36217,34301,47716,42393,38261,36620,27139,26702,19895,20574,32828,31882,28175,28269,36570,39954,30166,32481,24463,24111,20310,18088,27422,28280,26949,28045,31295,39883,27966,31846,24909,23656,22863,18319,26518,27671,29110,28490,41532,40008,32207,33078,24167,24577,17957,17985,28281,28884,33504,33117,42270,40757,34119,34061,25553,24955,20088,19948,29631,29295,28780,30294,36857,39241,29146,30994,21854,21746,17511,17571,25103,25681,38236,35827,48171,42135,39100,36999,29148,28060,22498,22308,34050,32740,27885,29112,38506,38291,31601,32583,25510,27131,20993,22510,28534,29882,25017,25864,32188,34853,27364,28885,23354,23892,20818,20738,25321,26223,30716,32318,44947,41168,35905,36236,27590,30307,20739,23919,31708,33533,27172,27392,45723,41650,31117,32006,18786,20682,11072,13008,24874,26302,25202,24202,47740,36907,28232,26959,15026,18638,6293,13215,20919,22312,29241,30120,46157,47418,34253,37772,22216,21529,14664,10278,28525,30188
cty26091,"Lenawee County, MI",39222,30770,64410,34829,39395,30899,27265,27566,19367,24914,32397,29140,35798,31114,58873,35101,33798,31617,20284,28473,11667,25857,25557,29852,42681,30553,59252,35480,43243,30583,34820,26686,29629,23722,38606,28665,29464,29554,40892,41884,31941,32907,22113,21059,15816,14612,26969,26741,24731,25582,35620,39967,26757,28750,18526,17077,13551,11767,22263,21976,33827,33352,45769,44092,36636,36952,25593,24884,18348,17422,31271,31189,19952,24090,25805,39866,21134,30680,16942,20296,14086,13133,19102,25487,19081,23254,26304,31448,20549,26607,15359,21501,12087,18192,18046,24009,21356,24907,27787,44023,22935,32870,18561,19480,15309,9554,20795,26290,30424,30512,41373,42571,32527,33515,23105,21292,17104,14725,27606,27139,25422,26372,35550,40409,27194,29275,19222,16780,14634,11469,22772,22077,35059,34459,47181,44718,37520,37612,26742,25561,19447,17775,32082,31870,25289,24843,36745,35062,28587,28217,21260,21512,15907,15889,24908,24911,21663,21679,31934,33018,24353,25042,18018,18300,14229,14262,21116,21443,28866,28137,41863,36325,32878,31235,24327,24916,17233,17981,28591,28385,28593,25027,34838,46644,30408,31628,26469,14707,23888,3274,28407,23033,21880,20996,21120,57591,19922,26414,19054,4480,18464,0,19445,14022,36111,31294,55523,46064,41333,37517,29076,22897,21467,12708,35351,30685
cty24025,"Harford County, MD",42652,38923,57458,41827,43141,39281,35510,37169,30773,35522,38701,38160,38583,38203,47760,46449,38765,39226,33319,33227,29820,28392,35404,35824,47747,39650,80271,36814,49264,39265,37502,41290,30720,42873,42586,40255,34595,35585,48492,48454,36207,37736,23803,24722,15860,17523,29888,30888,30898,33456,43293,48131,31971,35187,21966,22873,15653,16936,26513,28033,38215,37681,54057,48673,40336,40178,25713,26725,16266,18504,33154,33680,27672,27911,47030,40904,33401,32826,22122,23834,14130,17374,27976,28313,28761,28165,49959,40897,35133,32635,23143,24288,15224,18845,29436,28377,26547,27643,44463,40694,31774,32900,20999,23357,12989,16011,26527,28198,36164,37345,48785,48801,36919,38431,25310,25555,17948,18550,30805,31627,31732,34812,43567,48339,32181,35629,21866,22597,15769,16739,26460,28112,40523,39818,54558,49053,41555,41164,28696,28635,20167,20698,34978,35112,31692,31839,41306,41638,33525,34345,26800,27535,21829,21773,30129,30964,28532,30382,35343,43360,29913,33101,25444,24953,22620,19806,27633,28750,35273,33397,46693,40114,37244,35627,28738,30192,21776,24326,32933,33154,21328,19783,40365,43262,26391,26389,14199,6837,6420,0,20096,16301,24394,18817,35210,54478,25116,26758,17753,6603,13003,0,21066,15305,18790,19711,33342,39059,23657,27783,13229,7171,6643,0,18556,18017
cty49011,"Davis County, UT",31864,30974,34428,33819,32324,31481,30886,29493,29944,27914,31504,30429,26922,30316,20264,32046,25990,30770,29807,29611,32331,28649,28327,30119,37404,31509,49886,35565,39016,32152,32379,29441,28158,27391,35402,30813,30437,29614,36745,34305,31305,30579,25229,25484,21291,22643,28226,27922,19159,21728,20234,24517,19032,21978,17924,19289,17227,18003,18425,20416,41650,37295,54453,43349,43283,38792,31558,31026,24233,26335,37449,35056,27625,29853,32988,38383,28902,32633,25224,26157,22553,21505,27131,29379,27164,27531,30923,33455,28211,29501,25720,25366,24058,22676,27030,27391,27960,31948,35658,42063,29860,35304,24706,27177,20722,20911,27344,31275,30881,29898,36961,34107,31582,30662,25728,25807,21992,23143,28522,28125,18873,21557,20014,24048,18736,21716,17529,19045,16822,17852,18063,20175,42991,38072,55677,43547,44210,39408,33100,32277,26008,27792,38472,35992,28200,27404,37444,35208,30536,29889,24399,24714,19841,20309,27447,27331,22298,21851,28180,29439,23623,23974,19816,19350,17441,16491,21680,21505,34074,33116,47435,41078,37563,36070,28762,30047,21564,23547,33099,33326,27414,24827,36390,30798,29247,26673,22890,21619,18712,18075,26023,24127,22050,18688,32729,36323,23489,22831,16751,11840,12430,4352,19767,16518,31414,29358,40533,30200,33751,29727,26596,28835,22025,28194,30335,29314
cty26073,"Isabella County, MI",40359,34394,46324,39201,40268,35206,36435,31890,33987,29284,38064,33446,36361,39846,40277,47428,36119,41626,33407,36834,31642,33016,34452,38903,45011,28224,99111,30833,49208,28285,34639,26234,26155,24677,40913,27274,30164,30184,49009,46080,35284,35430,21416,21998,12767,14673,28250,28417,26267,27007,45013,44885,30802,32089,18312,19310,10739,13397,23997,24695,34010,33298,53589,47083,39679,38594,24687,24783,15039,16309,32341,31970,22315,29337,13398,49983,18997,36869,24279,23659,28059,14383,21543,30196,26005,31798,17551,45323,22471,36099,26967,27197,29939,21446,24611,31525,20286,27515,12224,56248,17027,38593,21592,20819,25098,7634,19247,29765,30233,29805,49163,44872,35233,34854,21520,21652,13078,14568,28061,27954,25628,26321,43335,42937,30032,31359,17839,18626,10938,13160,23272,24048,34774,33240,55638,46354,40316,38260,25305,24811,15306,16169,32690,31845,28546,26888,56787,39281,36522,31354,21842,23778,11374,17342,29104,27611,27441,23334,64457,34519,36441,27011,19570,20688,9390,16743,27822,23646,29872,29915,49196,42610,35992,35229,24383,26461,14902,16900,30142,31248,42807,50516,82943,137123,47145,57158,30789,32734,20844,18611,38399,43207,47121,52983,649917,649917,51881,58990,32984,34007,21669,20361,40701,43293,38234,48363,56404,74053,42202,54415,30131,33891,22713,21451,36293,43754
cty26099,"Macomb County, MI",37870,33384,49498,38788,39546,34633,33539,31181,29715,28461,36084,32803,36334,32268,46745,37388,37894,33576,32472,30175,28970,27361,34549,31666,39557,34373,52585,40164,41338,35581,34742,32023,30614,29360,37736,33816,32685,32387,43497,42324,33983,34352,23814,23947,17241,18143,28824,28918,28306,29486,37803,39468,29087,30893,21087,22020,16046,17728,24727,25756,36964,35149,49726,44872,38820,37723,26354,25759,18235,18376,32724,31994,24264,23930,36729,32568,28253,27712,20646,22081,15240,18046,24603,24893,24609,24091,34053,29995,27603,26489,21672,22795,17716,20394,24800,24608,23889,23773,39575,34621,28973,28784,19610,21373,12720,15713,24417,25142,33362,33395,43857,42688,34307,34831,24391,24310,18065,18531,29116,29320,28527,30181,37808,39616,29123,31218,20930,21822,16095,17580,24583,25820,38119,36481,50598,45366,39455,38377,27651,26632,19728,19069,33463,32763,29636,28829,42066,39927,31566,31198,22444,22866,15754,15845,26981,27086,27075,26155,40129,41807,29013,28932,19955,18393,14421,12104,24408,23323,32244,31447,43546,38510,34072,33409,25205,27171,17850,20343,29618,30584,26000,21726,32929,22511,27101,21821,21856,20982,18419,20395,24443,21397,23002,19201,28227,21311,23211,19439,19541,17880,17057,16828,21193,18564,28405,23994,39385,24675,31322,24278,22681,23526,17160,22986,27217,23930
cty55025,"Dane County, WI",37238,32609,51519,40788,39958,34915,33190,30093,28888,26290,36052,32358,35739,32287,46797,40023,37789,34578,32276,29791,28712,25835,34388,31885,38726,32978,57771,41305,42242,35199,33870,30504,28664,26979,37648,32874,35264,35582,47371,46286,36257,37011,24905,25435,17591,19015,30467,30926,32312,34218,43091,45465,32763,35050,23669,24880,17861,19956,27793,29133,38138,36908,51882,47039,39669,38968,26181,25851,17427,17792,33057,32663,21957,20297,43888,38769,30869,29534,19660,19003,11878,11807,25494,24268,23516,22370,40935,40521,30690,30974,21553,21230,15517,15014,26373,26019,20436,18413,46069,37187,30806,28260,17940,16997,8483,8723,24545,22711,36673,37543,47376,45969,36849,37867,26382,27439,19749,21785,31333,32358,33385,35807,43150,45306,33273,35955,24362,26091,19026,21651,28318,30244,39890,39237,51941,46662,40343,39954,28339,28899,20326,21868,34229,34637,29227,29280,42885,38362,32683,31823,23918,25563,17426,20237,28269,28727,25858,28297,40126,43521,29122,32047,20159,22889,14660,17123,24565,27166,32450,30149,45867,34670,36214,31727,27426,28056,20185,24052,31775,30066,23543,26640,37100,33284,25689,29029,15539,23850,9218,20196,20489,26415,21225,25916,34607,40439,22282,29871,13532,21215,7599,15356,17343,25045,25425,27170,39616,28434,28892,27703,17301,26329,10290,25341,23387,27066
cty19171,"Tama County, IA",,26039,,21111,,24532,,27434,,29732,,26067,,,,,,,,,,,,,,,,,,,,,,,,,33251,33554,44610,45751,36703,37953,28401,28183,23096,22821,32455,32796,28981,29501,39276,44525,31615,34240,24698,24077,20273,19147,27834,28336,36997,37269,51230,46937,41703,41277,31131,32063,24450,26579,36480,36813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34888,35961,45856,47717,38108,40069,30282,30471,25410,25368,33965,34963,30090,32029,40149,44836,32684,36084,25810,26812,21702,22650,28860,30713,39297,39570,53373,49762,43643,43556,33817,33755,27535,27774,38588,38787,27757,29677,649917,28548,48443,28891,24146,29228,7650,29511,35522,29058,25681,19207,98352,21744,42795,20215,22669,18936,10620,18138,32291,19532,29379,40214,649917,40212,55854,40434,25569,40714,4156,41023,38945,40561,21039,17182,20128,22211,20734,18570,21276,14326,21630,11407,21009,16369,20887,15847,15194,23510,20019,17501,23605,12761,26038,9444,21991,14810,21328,18261,23680,19816,21828,18667,19796,16531,18509,15061,20860,17669
cty29165,"Platte County, MO",38556,38057,55604,42252,40311,38773,31907,35914,26555,33690,35448,37253,37457,39358,64380,48714,39095,40924,27053,34638,19165,29630,31659,37351,39838,36818,39588,37552,39818,37134,39980,36801,40087,36550,39905,36970,34658,35138,45182,44207,35683,36560,25741,26797,19325,21395,30615,31429,29820,32863,39252,44587,30454,33966,22467,23459,17378,18366,26098,27866,39422,37378,51464,44149,40793,38930,28991,30128,21420,24796,34977,34692,29473,28778,40388,38553,32173,32320,25010,25295,19796,20240,28724,28792,26801,31580,34838,43369,28658,35218,22997,27197,19204,22006,25980,31104,32110,26058,46103,31080,35283,28099,26395,24307,19558,21367,30918,26231,35421,35987,45810,44382,36091,36985,26239,27282,19982,22006,30908,31870,30307,33441,39294,44354,30698,34164,22685,23240,17897,18296,26253,27870,40489,38525,52912,44443,41424,39617,29749,31404,22041,26231,35456,35676,32485,31425,39870,43896,33808,34253,28528,25394,24646,17873,31139,29860,27073,28756,30009,44961,27586,32440,25574,22568,24308,16375,26560,27180,38088,33842,48877,41938,40175,35794,32575,28463,26515,20491,36300,32457,34394,27817,37292,32524,34824,28451,32654,23485,31249,19983,33716,25945,33053,29448,37106,31979,33576,28066,31062,24785,29354,22526,32193,26232,35730,25682,43674,30714,37918,27768,32001,22184,28319,18161,35065,25188
cty48039,"Brazoria County, TX",39478,35935,62488,44084,42394,37641,32530,32485,26338,28476,36653,34890,38447,36957,68613,44653,41079,38668,28929,33580,21080,29472,33532,35788,40478,35022,57677,43973,43016,36766,35096,31345,30206,27302,38662,34069,32643,32587,44848,43514,35714,36041,26126,26428,19943,21097,30825,30994,25949,27165,37574,40180,28451,30522,20051,20536,14845,15773,23873,24745,39333,37944,53532,47414,43086,41519,31938,31996,24977,26332,37546,36900,28863,27630,44307,37941,33631,31414,24611,24016,18054,18689,29283,27703,27117,27213,42857,39979,32134,31469,22739,22786,16475,17145,27687,27047,30618,28049,45053,36055,34985,31247,26623,25222,20191,20546,30880,28277,34346,34368,45139,44604,35992,36613,26655,26140,20732,20420,31079,31099,26898,28505,36947,39916,28189,30530,19881,20006,15053,15349,23584,24489,42021,40184,55336,49601,44102,42713,33149,31851,26153,25133,38448,37439,31570,32019,45777,43483,36198,35949,28268,29032,22454,23224,32172,32501,24088,24935,37544,41138,28310,29849,20702,20614,15966,14928,24441,24938,39102,39234,55627,47774,44376,42649,35544,36853,28761,30889,39804,39971,34253,29925,59490,35931,37879,31760,23071,26752,13648,23234,30293,29228,33005,21602,67567,33333,35856,23541,19693,15370,9062,10038,26977,18914,35486,38053,57970,36285,40046,37587,25003,40088,15582,41939,32759,38739
cty26045,"Eaton County, MI",31354,35828,71316,45447,38219,37629,23436,31470,13942,26670,29740,34341,30225,33796,55657,41087,34842,35411,23286,30455,15679,26374,27775,32619,32830,38010,633931,49977,44303,39838,23706,32760,10948,27566,32925,36296,31325,31242,43921,42732,33537,34088,22440,22815,15352,16559,27916,28208,27879,27696,39966,41022,29588,30272,20148,19186,14323,14040,24445,23859,34776,34665,48292,44790,37445,37805,24735,26105,16436,18889,31262,32200,26238,25271,41233,37683,30148,29843,20427,20884,13623,14613,25486,25362,26954,24716,39186,32966,29988,27518,21703,21784,16202,18065,26073,24601,25459,25745,43051,41607,30304,31921,19302,20051,11202,11236,24952,26089,32158,32104,44688,42823,34037,34501,23026,23352,16053,17238,28281,28669,28136,28304,39727,41433,29664,30697,20250,18752,14777,13607,24449,23839,36247,35797,50066,44550,38424,38246,25939,27546,17507,20671,32113,33131,28632,28946,38945,39783,30542,31546,23109,23693,17605,17028,26806,27665,27092,24588,40288,38271,29290,27599,20342,18706,14836,13387,24740,22864,30462,33002,38401,41149,32299,35331,26379,28346,21469,20741,29329,32157,25166,25364,49605,49260,30374,33219,14753,15679,4865,3884,22386,24351,35317,24345,178159,60912,39844,32503,17163,13880,2508,1720,27307,21989,16572,27432,24906,43965,19465,34514,13737,17777,10116,6224,16654,26770
cty41003,"Benton County, OR",34993,37779,42081,41210,35618,38167,31387,35643,28639,33675,33194,36827,31955,35473,39432,31720,32556,35109,28065,38278,25098,40991,29807,36875,38355,40212,46573,50421,38949,40656,34074,33882,30978,28949,36303,37263,31630,30397,40433,38154,32809,31805,24460,23248,19046,18469,28576,27346,26953,27983,34704,37669,27632,29102,21066,20113,16911,15836,24053,23901,36183,32771,46775,38823,37985,34344,27520,26436,20707,21527,32877,30585,27220,26478,27128,29365,27066,27129,27011,24541,26971,22683,27039,25831,26230,29244,39575,35842,29424,30221,20266,24385,14330,20577,25099,27246,27443,23162,13615,16067,23634,20191,32750,25483,39953,29520,28095,22808,32299,30982,41026,38199,33251,32103,24985,23649,19704,18994,28926,27688,27537,28583,34857,37855,28082,29542,21625,20115,17781,15921,24502,24129,36988,33381,47984,38728,38470,34587,27991,27192,20942,22399,33165,31086,27536,26868,34598,31570,29308,28199,24551,24894,21022,22086,26913,26565,21439,23894,29103,32021,23013,25958,17934,20834,14872,17628,20415,23229,34367,29702,39996,31270,35649,30212,31475,28887,28076,27440,33541,29614,32498,24059,40282,42116,34801,30646,30073,17146,27009,8096,32387,23843,27715,25628,29875,34083,28029,27573,26687,22107,25769,18351,27290,24524,35001,23518,47090,47814,38509,35901,30051,15742,24770,2044,34420,26534
cty26093,"Livingston County, MI",39301,35454,45906,43041,38609,34811,33986,28173,31028,22901,35952,31290,36074,35486,43842,49124,34852,35004,29179,23536,25449,14149,31371,28568,42874,35467,49535,39631,43072,35152,39047,31667,36532,29054,40871,33426,33205,34415,41990,42616,32866,34449,22958,23814,16572,17885,27848,28895,27823,30440,36177,39851,27282,29947,19041,19667,14019,14834,22786,24000,38362,38337,47540,45469,38126,38844,27028,27855,19793,21132,32708,33556,27688,27440,41810,34588,29545,28674,18789,21838,11360,16954,24386,25252,26852,22076,33513,23967,27400,22403,21773,20763,18017,19703,24741,21566,28914,31748,47209,42347,30563,33499,16666,22802,6432,14661,23788,28228,33706,34753,42297,42842,33283,34728,23774,23870,17707,17908,28313,29044,28126,30699,36149,39698,27613,30249,19489,19633,14794,14967,23109,24156,39119,38785,48251,46033,38704,39204,28233,27842,21201,20570,33398,33754,28380,32630,39876,40650,28810,33255,18973,26285,12053,20362,23873,29801,22678,29530,34028,44918,22725,30212,13545,18469,7838,11439,17912,23967,34490,35623,47668,37524,35424,35813,24446,33694,15435,31422,29899,34851,24376,27804,39124,43774,26691,31399,15700,17029,8849,7378,21073,24157,19585,24509,61869,39162,23194,26271,974,15617,0,8648,10619,20272,29697,30561,40247,47598,32062,36608,23351,17998,17773,5175,27919,27968
cty06041,"Marin County, CA",40320,39864,47745,45610,41278,40846,37249,37059,34689,34146,38957,38825,36724,41094,42371,45431,37576,41992,34487,39041,32491,36673,35679,40320,43666,38692,53246,46286,44679,39746,39638,34927,36541,31396,41910,37345,38357,37405,46776,43732,38188,37308,29407,29077,23841,24566,33676,32969,35862,36949,44483,43334,35309,36364,27399,29446,22385,26150,30963,32320,40769,37844,49049,43976,40883,38303,31495,28722,25545,22870,36261,33697,26854,26285,38577,34790,30780,30052,23895,24610,18881,20691,27468,27322,27070,26815,37648,39480,30385,32057,23826,24490,19422,19554,27280,28197,26754,25826,39036,31924,31020,28713,23998,24634,18569,21472,27593,26703,40401,39024,47894,44308,39128,37898,30510,29487,25170,24963,34554,33449,37623,38475,45547,43361,36126,37124,27877,30427,22997,27463,31511,33233,43175,39548,50179,45116,42072,38839,33433,28270,27840,21507,37658,33774,33848,33166,42847,40223,36215,34991,30564,30059,26457,25926,33345,32539,31424,32490,37822,42258,33035,34524,29159,28367,26729,24515,31051,31225,36017,33880,47498,38216,39205,35357,31823,31853,25895,28081,35447,33765,23023,29402,31964,39676,24200,30373,17198,19269,12905,11814,20630,24785,22112,22780,21981,27790,21879,22586,21806,18206,21755,15307,21839,20131,24273,37880,42557,53350,28730,40760,14162,21567,5115,8357,21715,31716
cty51059,"Fairfax County, VA",43863,40023,58825,47221,46415,41619,39857,37258,35896,33927,42569,39285,41821,39899,55256,47218,44106,41620,38037,36982,34266,33284,40323,38986,45854,40133,63008,47202,48769,41606,41541,37505,37320,34510,44726,39556,40150,38743,48002,46100,40043,39311,32040,30845,27052,26269,35916,34825,36842,38174,42878,45706,36456,38184,30839,30899,27327,27464,33360,33909,43507,39283,53729,46294,43767,40449,33158,30862,26600,25107,38484,35815,33191,31381,46512,41118,36507,34767,28309,27755,22418,22749,32523,31231,33865,32614,46495,42433,37115,35792,29301,29208,24156,24980,33367,32408,32489,30182,46682,39947,35953,33795,27207,26267,20502,20438,31650,30073,42370,41413,48429,47117,39891,39531,31566,29932,26439,24807,35466,34431,37816,40495,42807,46273,35532,38252,28996,29915,25137,26234,31877,33395,47184,42288,55055,47834,44341,40925,33831,29736,27150,22677,38913,35527,36124,35994,46225,42735,38848,38030,32773,33653,28425,30050,35748,35845,33814,35246,42149,43410,35974,37368,31105,32593,28087,29660,33470,34795,38405,36743,50167,41799,41704,38631,34442,34801,28734,30751,37991,36885,31387,31381,40441,34393,32085,31637,24837,28308,20065,25977,28401,29951,29150,30827,38465,33798,29216,30555,22588,27854,18032,26005,25582,29045,33138,31854,42142,34452,34084,32541,25677,28969,20297,26408,30070,30880
